PurchaseID,PurchaseTimestamp,PurchaseDate,Auction,VehYear,Make,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,MMRCurrentRetailRatio,PRIMEUNIT,AUCGUART,VNST,VehBCost,IsOnlineSale,WarrantyCost,ForSale,IsBadBuy
12840,1289865600,16/11/2010 10:00,MANHEIM,2006,FORD,BLUE,AUTO,2,Covers,51726,AMERICAN,COMPACT,FORD,4902,5841,9019,10746,4961,6209,8156,9677,0.842823189,NO,GREEN,PA,5875,0,920,Yes,0
12841,1289865600,16/11/2010 10:00,MANHEIM,2005,CHRYSLER,BLACK,AUTO,2,Covers,65188,AMERICAN,VAN,CHRYSLER,4556,5859,8786,10255,4131,5372,7343,9146,0.80286464,?,?,PA,5775,0,1411,Yes,0
12842,1289865600,16/11/2010 10:00,MANHEIM,2006,FORD,BLUE,AUTO,1,Alloy,61155,AMERICAN,SPORTS,FORD,8159,9524,12631,13943,8456,9775,12059,13998,0.861480211,?,?,PA,9405,0,728,Yes,0
12843,1289865600,16/11/2010 10:00,MANHEIM,2007,DODGE,GREY,AUTO,1,Alloy,75545,AMERICAN,SPECIALTY,CHRYSLER,9320,11094,13742,16358,10250,11354,13522,14648,0.923129437,NO,GREEN,PA,10005,0,1857,Yes,0
12844,1289865600,16/11/2010 10:00,MANHEIM,2006,HONDA,BLUE,AUTO,2,Covers,54755,TOP LINE ASIAN,MEDIUM,OTHER,8206,9157,12165,12977,7527,8792,11766,12986,0.906052672,?,?,PA,9905,0,505,Yes,0
12845,1289865600,16/11/2010 10:00,MANHEIM,2007,FORD,BLACK,AUTO,1,Alloy,67373,AMERICAN,LARGE,FORD,7254,9126,11635,13174,7723,9267,11736,13144,0.89287888,NO,GREEN,PA,8190,0,1313,Yes,0
12846,1289865600,16/11/2010 10:00,MANHEIM,2005,DODGE,GREY,AUTO,1,Alloy,83737,AMERICAN,MEDIUM,CHRYSLER,3337,4291,6490,7404,3811,4861,7093,8232,0.861637512,NO,GREEN,PA,4445,0,1243,Yes,0
12847,1289865600,16/11/2010 10:00,MANHEIM,2003,SATURN,SILVER,AUTO,2,Covers,66859,AMERICAN,MEDIUM,GM,2943,3863,5541,6396,3273,4329,5822,6927,0.840479284,NO,GREEN,PA,4505,0,1028,Yes,0
12848,1289865600,16/11/2010 10:00,MANHEIM,2006,CHEVROLET,BLUE,AUTO,2,Covers,68224,AMERICAN,MEDIUM,GM,5653,7172,8851,10439,5964,7546,8786,10410,0.843996158,NO,GREEN,PA,6630,0,923,Yes,0
12849,1289865600,16/11/2010 10:00,MANHEIM,2006,FORD,RED,AUTO,1,Alloy,37489,AMERICAN,LARGE,FORD,5936,7293,9850,11014,6566,8011,10507,11394,0.92215201,?,?,PA,8090,0,941,Yes,0
12850,1290384000,22/11/2010 10:00,MANHEIM,2007,CHEVROLET,BLUE,AUTO,2,Covers,61040,AMERICAN,VAN,GM,5980,7841,10068,12370,6678,7815,11053,12158,0.909113341,?,?,PA,7100,1,1801,Yes,1
12851,1290470400,23/11/2010 10:00,MANHEIM,2005,PONTIAC,SILVER,AUTO,1,Alloy,103240,AMERICAN,LARGE,GM,4266,5621,7857,9092,4957,6336,8175,9691,0.843566195,?,?,PA,4500,0,2571,Yes,0
12852,1290470400,23/11/2010 10:00,MANHEIM,2002,CHRYSLER,BLUE,AUTO,1,Alloy,49798,AMERICAN,MEDIUM,CHRYSLER,3006,4047,5973,6873,3186,4026,5819,6914,0.841625687,?,?,PA,5930,0,1275,Yes,0
12853,1290470400,23/11/2010 10:00,MANHEIM,2005,MERCURY,MAROON,AUTO,2,Covers,82706,AMERICAN,MEDIUM,FORD,3274,4791,6582,8347,2583,3763,5790,7082,0.817565659,NO,GREEN,PA,5980,0,983,Yes,0
12854,1290470400,23/11/2010 10:00,MANHEIM,2007,FORD,BLACK,AUTO,1,Alloy,55483,AMERICAN,MEDIUM,FORD,9506,10717,13344,14441,8899,10185,12276,13407,0.915641083,?,?,PA,8190,0,671,Yes,0
12855,1290470400,23/11/2010 10:00,MANHEIM,2007,PONTIAC,GREEN,AUTO,2,Covers,51258,AMERICAN,MEDIUM,GM,6678,7993,9176,10983,7756,9074,10743,11877,0.904521344,NO,GREEN,PA,8550,0,837,Yes,0
12856,1290470400,23/11/2010 10:00,MANHEIM,2006,PONTIAC,SILVER,AUTO,1,Alloy,73810,AMERICAN,LARGE,GM,5640,7047,8860,10374,5991,7316,9607,10912,0.880406891,?,?,PA,6830,0,1974,Yes,0
12857,1290470400,23/11/2010 10:00,MANHEIM,2003,FORD,BLUE,AUTO,1,Alloy,106913,AMERICAN,MEDIUM,FORD,2271,3280,4935,6122,2617,3726,5446,6300,0.864444444,NO,GREEN,PA,3405,0,1430,Yes,0
12858,1290470400,23/11/2010 10:00,MANHEIM,2008,FORD,BLACK,AUTO,1,Alloy,84927,AMERICAN,CROSSOVER,FORD,15173,16841,19636,21484,15527,17381,19290,20811,0.926913651,?,?,PA,11205,0,1633,Yes,0
12859,1290470400,23/11/2010 10:00,MANHEIM,2005,CHEVROLET,SILVER,AUTO,2,Covers,97880,AMERICAN,COMPACT,GM,2857,3861,5871,6685,2879,3571,5437,6744,0.806198102,?,?,PA,3305,0,1341,Yes,1
12860,1290470400,23/11/2010 10:00,MANHEIM,2007,CHEVROLET,MAROON,AUTO,1,Alloy,80829,AMERICAN,LARGE,GM,7492,8773,11172,12646,7635,9001,11314,13071,0.865580292,?,?,PA,8250,0,2152,Yes,0
12861,1290470400,23/11/2010 10:00,MANHEIM,2002,FORD,GREY,AUTO,1,Alloy,85150,AMERICAN,MEDIUM,FORD,2973,3988,5644,6788,2271,3144,4717,5773,0.817079508,?,?,PA,4105,0,1283,Yes,0
12862,1290470400,23/11/2010 10:00,MANHEIM,2005,PONTIAC,SILVER,AUTO,2,Covers,70603,AMERICAN,LARGE,GM,4266,5621,7857,9092,4501,5918,7872,9492,0.829329962,?,?,PA,6975,0,1974,Yes,0
12863,1290470400,23/11/2010 10:00,MANHEIM,2002,PONTIAC,GOLD,AUTO,1,Alloy,78142,AMERICAN,LARGE,GM,3252,4555,6095,7628,3071,4122,5983,7320,0.817349727,?,?,PA,5875,0,2274,Yes,1
12864,1291075200,30/11/2010 10:00,MANHEIM,2009,FORD,BLUE,AUTO,1,Alloy,82159,AMERICAN,MEDIUM,FORD,11381,13301,15902,17666,10733,13237,14122,16435,0.859263766,?,?,PA,8750,0,853,Yes,0
12865,1291075200,30/11/2010 10:00,MANHEIM,2006,CHRYSLER,MAROON,AUTO,2,Covers,45803,AMERICAN,MEDIUM,CHRYSLER,4544,5393,8019,8878,4501,5553,7625,9044,0.843100398,?,?,PA,6130,0,975,Yes,0
12866,1291075200,30/11/2010 10:00,MANHEIM,2003,CHRYSLER,SILVER,AUTO,1,Alloy,47417,AMERICAN,MEDIUM,CHRYSLER,3349,4413,6298,7649,3960,4954,7342,9184,0.799433798,?,?,PA,5930,0,1275,Yes,0
12867,1291075200,30/11/2010 10:00,MANHEIM,2006,PONTIAC,GOLD,AUTO,1,Alloy,84258,AMERICAN,LARGE,GM,6038,7412,9285,10871,6272,7803,9110,10970,0.830446673,NO,GREEN,PA,7550,0,2152,Yes,0
12868,1291075200,30/11/2010 10:00,MANHEIM,2008,SCION,SILVER,AUTO,2,Covers,43270,OTHER ASIAN,COMPACT,OTHER,9621,10690,13182,14186,9932,11152,13142,14020,0.937375178,?,?,PA,7790,0,482,Yes,0
12869,1291075200,30/11/2010 10:00,MANHEIM,2007,DODGE,SILVER,AUTO,1,Alloy,86378,AMERICAN,MEDIUM,CHRYSLER,6624,7856,10404,11542,7789,9352,11332,12776,0.886975579,?,?,PA,6275,0,983,Yes,0
12870,1291075200,30/11/2010 10:00,MANHEIM,2006,CHRYSLER,WHITE,AUTO,1,Alloy,75089,AMERICAN,CROSSOVER,CHRYSLER,9089,10626,13522,14838,9273,11105,13383,15053,0.889058659,?,?,PA,9470,0,1857,Yes,0
12871,1291075200,30/11/2010 10:00,MANHEIM,2003,DODGE,SILVER,AUTO,1,Alloy,64716,AMERICAN,COMPACT,CHRYSLER,2270,2974,5081,6111,2371,2978,4878,5559,0.877495953,?,?,PA,4705,0,930,Yes,0
12872,1291075200,30/11/2010 10:00,MANHEIM,2005,CHEVROLET,WHITE,AUTO,1,Alloy,75040,AMERICAN,MEDIUM,GM,3889,5543,7116,8203,3873,5133,6943,8069,0.860453588,NO,GREEN,PA,4405,0,1155,Yes,0
12873,1291075200,30/11/2010 10:00,MANHEIM,2008,CHEVROLET,BLUE,AUTO,2,Covers,93052,AMERICAN,LARGE,GM,7763,8636,11892,12620,7829,9012,11539,12821,0.9000078,?,?,PA,6975,0,2351,Yes,0
12874,1291075200,30/11/2010 10:00,MANHEIM,2002,FORD,SILVER,AUTO,1,Alloy,53930,AMERICAN,COMPACT,FORD,1904,2666,4446,5147,2555,3447,4746,5625,0.843733333,NO,GREEN,PA,4205,0,1220,Yes,0
12875,1291680000,7/12/2010 10:00,MANHEIM,2007,PONTIAC,RED,AUTO,1,Alloy,55927,AMERICAN,MEDIUM,GM,7544,9127,10651,12504,7591,8787,11131,12349,0.901368532,?,?,PA,7750,0,1003,Yes,0
12876,1291680000,7/12/2010 10:00,MANHEIM,2008,DODGE,SILVER,AUTO,2,Covers,84957,AMERICAN,VAN,CHRYSLER,8655,10184,13056,14521,9633,11459,13925,15423,0.902872334,NO,GREEN,PA,8400,0,1763,Yes,0
12877,1291680000,7/12/2010 10:00,MANHEIM,2007,CHEVROLET,BLUE,AUTO,2,Covers,73141,AMERICAN,VAN,GM,6112,8142,10035,13368,5991,7717,9288,11609,0.800068912,?,?,PA,6075,0,2091,Yes,0
12878,1291680000,7/12/2010 10:00,MANHEIM,2006,CHEVROLET,SILVER,AUTO,1,Alloy,107860,AMERICAN,LARGE,GM,6017,7282,9071,10714,6264,7677,9821,11475,0.855860566,?,?,PA,5145,0,2571,Yes,1
12879,1291680000,7/12/2010 10:00,MANHEIM,2005,FORD,RED,AUTO,1,Alloy,65287,AMERICAN,MEDIUM,FORD,3223,4351,6588,7204,3334,4556,6565,8971,0.731802475,NO,GREEN,PA,5830,0,825,Yes,0
12880,1291680000,7/12/2010 10:00,MANHEIM,2002,MAZDA,GOLD,AUTO,1,Alloy,97518,OTHER ASIAN,VAN,OTHER,2791,3680,5914,7128,2943,3876,5924,7176,0.825529543,?,?,PA,4500,0,1497,Yes,0
12881,1291680000,7/12/2010 10:00,MANHEIM,2004,JEEP,SILVER,AUTO,2,Covers,75642,AMERICAN,SMALL SUV,CHRYSLER,6099,7385,9379,10742,5874,7199,9476,10661,0.8888472,?,?,PA,8250,0,920,Yes,0
12882,1291680000,7/12/2010 10:00,MANHEIM,2006,NISSAN,SILVER,AUTO,2,Covers,99272,TOP LINE ASIAN,COMPACT,OTHER,5248,6369,8471,9583,4825,5975,7817,9257,0.844442044,?,?,PA,4500,0,620,Yes,0
12883,1291680000,7/12/2010 10:00,MANHEIM,2003,DODGE,BLACK,AUTO,1,Alloy,81007,AMERICAN,COMPACT,CHRYSLER,2035,2780,4970,5936,1915,2749,4330,5636,0.768275373,NO,GREEN,PA,4205,0,1023,Yes,0
12884,1291680000,7/12/2010 10:00,MANHEIM,2002,FORD,RED,AUTO,1,Alloy,97772,AMERICAN,MEDIUM,FORD,2079,3123,4852,6008,2413,3353,5196,6066,0.856577646,?,?,PA,3305,0,1353,Yes,0
12885,1291680000,7/12/2010 10:00,MANHEIM,2008,DODGE,GREY,AUTO,1,Alloy,74753,AMERICAN,SPECIALTY,CHRYSLER,10445,11516,14199,15285,10440,11395,14487,15470,0.93645766,?,?,PA,9805,0,1857,Yes,0
12886,1291680000,7/12/2010 10:00,MANHEIM,2005,DODGE,BLUE,AUTO,1,Alloy,61911,AMERICAN,COMPACT,CHRYSLER,3060,4111,5905,7226,3313,4276,5989,7255,0.825499655,?,?,PA,4500,0,630,Yes,0
12887,1291680000,7/12/2010 10:00,MANHEIM,2002,FORD,BLACK,AUTO,1,Alloy,103053,AMERICAN,MEDIUM,FORD,2079,3123,4852,6008,2382,3393,5102,5927,0.860806479,?,?,PA,3405,0,1430,Yes,1
12888,1291680000,7/12/2010 10:00,MANHEIM,2007,CHEVROLET,BLACK,AUTO,1,Alloy,70139,AMERICAN,LARGE,GM,7590,8998,10955,12727,7936,9226,11381,12794,0.889557605,NO,GREEN,PA,7890,0,1974,Yes,0
12889,1291680000,7/12/2010 10:00,MANHEIM,2002,DODGE,GREY,AUTO,1,Alloy,85886,AMERICAN,MEDIUM SUV,CHRYSLER,4006,5208,7673,8995,3354,4373,6685,8716,0.766980266,NO,GREEN,PA,6530,0,2063,Yes,0
12890,1291680000,7/12/2010 10:00,MANHEIM,2005,KIA,BLUE,AUTO,2,Covers,72872,OTHER ASIAN,COMPACT,OTHER,2560,3571,5485,6493,2543,3418,5650,7593,0.744106414,?,?,PA,3505,0,569,Yes,0
12891,1291680000,7/12/2010 10:00,MANHEIM,2005,DODGE,BLUE,AUTO,1,Alloy,82259,AMERICAN,VAN,CHRYSLER,5334,6750,9456,11071,5367,6875,8802,9821,0.896242745,?,?,PA,7550,0,1763,Yes,0
12892,1291680000,7/12/2010 10:00,MANHEIM,2005,DODGE,SILVER,AUTO,1,Alloy,87439,AMERICAN,VAN,CHRYSLER,5334,6750,9456,11071,5662,7100,9003,10615,0.848139425,NO,GREEN,PA,7550,0,1763,Yes,0
12893,1291680000,7/12/2010 10:00,MANHEIM,2007,PONTIAC,RED,AUTO,1,Alloy,70565,AMERICAN,LARGE,GM,7180,8758,11121,13566,7844,9543,11223,12865,0.872366887,NO,GREEN,PA,7075,0,1974,Yes,0
12894,1291680000,7/12/2010 10:00,MANHEIM,2008,FORD,SILVER,AUTO,1,Alloy,64513,AMERICAN,MEDIUM,FORD,10516,12275,14842,16300,10926,12954,14618,16647,0.878116177,?,?,PA,8890,0,1118,Yes,0
12895,1291680000,7/12/2010 10:00,MANHEIM,2003,KIA,BLACK,AUTO,2,Covers,73079,OTHER ASIAN,COMPACT,OTHER,1601,2170,3806,5158,1695,2254,4442,5080,0.874409449,?,?,PA,2590,0,869,Yes,1
12896,1291680000,7/12/2010 10:00,MANHEIM,2005,FORD,GOLD,AUTO,1,Alloy,101778,AMERICAN,MEDIUM,FORD,4201,5734,7122,7960,4242,6037,7427,9189,0.808248993,?,?,PA,4500,0,1130,Yes,1
12897,1291680000,7/12/2010 10:00,MANHEIM,2002,PONTIAC,GREY,AUTO,1,Alloy,84231,AMERICAN,LARGE,GM,3351,4482,6070,7088,3044,3911,5810,6956,0.835250144,NO,GREEN,PA,5430,0,2452,Yes,0
12898,1291680000,7/12/2010 10:00,MANHEIM,2005,HYUNDAI,RED,AUTO,2,Covers,93641,OTHER ASIAN,COMPACT,OTHER,2788,3657,5867,6588,2911,3759,6247,7069,0.88371764,?,?,PA,4345,0,1053,Yes,1
12899,1291680000,7/12/2010 10:00,MANHEIM,2009,DODGE,BLACK,AUTO,2,Covers,84638,AMERICAN,CROSSOVER,CHRYSLER,9678,10718,13018,14259,9392,10437,13413,14616,0.917692939,?,?,PA,8990,0,1243,Yes,0
12900,1291680000,7/12/2010 10:00,MANHEIM,2004,CHRYSLER,SILVER,AUTO,1,Alloy,76928,AMERICAN,MEDIUM,CHRYSLER,3022,3908,6003,6793,3023,4070,6054,6982,0.867086795,?,?,PA,3010,0,1155,Yes,0
12901,1291680000,7/12/2010 10:00,MANHEIM,2005,DODGE,BLUE,AUTO,2,Covers,67999,AMERICAN,SPECIALTY,CHRYSLER,5980,7408,9523,11189,6584,8055,10475,11414,0.917732609,NO,GREEN,PA,7550,0,1215,Yes,0
12902,1291680000,7/12/2010 10:00,MANHEIM,2002,FORD,GOLD,AUTO,2,Covers,69486,AMERICAN,MEDIUM,FORD,2933,4219,5797,7220,2603,3215,5142,5675,0.906079295,NO,GREEN,PA,4805,0,1125,Yes,0
12903,1291680000,7/12/2010 10:00,MANHEIM,2002,MERCURY,MAROON,AUTO,1,Alloy,93909,AMERICAN,MEDIUM,FORD,2383,3439,5061,6620,2084,3011,4088,5547,0.736974941,?,?,PA,4500,0,1353,Yes,1
12904,1291680000,7/12/2010 10:00,MANHEIM,2008,SATURN,BLACK,AUTO,2,Covers,78610,AMERICAN,MEDIUM,GM,8048,9572,12309,13573,9810,11397,13058,14539,0.898136048,NO,GREEN,PA,8450,0,1272,Yes,0
12905,1292284800,14/12/2010 10:00,MANHEIM,2006,GMC,RED,AUTO,2,Covers,87590,AMERICAN,LARGE TRUCK,GM,7179,8346,11446,12775,6108,7943,9538,11943,0.798626811,?,?,PA,6530,0,1373,Yes,0
12906,1292284800,14/12/2010 10:00,MANHEIM,2003,DODGE,BLACK,AUTO,1,Alloy,86083,AMERICAN,COMPACT,CHRYSLER,2396,3323,5389,6683,3216,4261,5808,6657,0.872465074,NO,GREEN,PA,4405,0,1023,Yes,0
12907,1292284800,14/12/2010 10:00,MANHEIM,2008,DODGE,BLACK,AUTO,2,Covers,33865,AMERICAN,MEDIUM,CHRYSLER,8029,8937,12190,12971,9064,11322,12556,15037,0.835006983,?,?,PA,8990,0,822,Yes,0
12908,1292284800,14/12/2010 10:00,MANHEIM,2004,FORD,MAROON,AUTO,1,Alloy,88068,AMERICAN,MEDIUM,FORD,3860,5369,6909,8756,3842,5315,7359,8892,0.827597841,NO,GREEN,PA,5930,0,983,Yes,0
12909,1292284800,14/12/2010 10:00,MANHEIM,2001,FORD,GOLD,AUTO,1,Alloy,83888,AMERICAN,MEDIUM,FORD,1586,2487,3593,4840,2444,3703,4664,5870,0.794548552,?,?,PA,4005,0,1283,Yes,0
12910,1292284800,14/12/2010 10:00,MANHEIM,2005,CHRYSLER,WHITE,AUTO,1,Alloy,75162,AMERICAN,SPECIALTY,CHRYSLER,9605,11656,14597,17714,10412,12565,14532,16315,0.890714067,?,?,PA,10305,0,1389,Yes,0
12911,1292284800,14/12/2010 10:00,MANHEIM,2005,JEEP,BLACK,AUTO,1,Alloy,87107,AMERICAN,SMALL SUV,CHRYSLER,6228,7907,9979,11286,6837,7881,10560,11546,0.91460246,?,?,PA,7690,0,983,Yes,0
12912,1292284800,14/12/2010 10:00,MANHEIM,2004,PONTIAC,GOLD,AUTO,1,Alloy,89992,AMERICAN,MEDIUM,GM,3062,4183,6228,7277,3725,4977,6913,8208,0.842227096,NO,GREEN,PA,3945,0,2412,Yes,1
12913,1292284800,14/12/2010 10:00,MANHEIM,2005,DODGE,GOLD,AUTO,1,Alloy,86858,AMERICAN,VAN,CHRYSLER,5353,6880,9183,11267,5390,6796,9242,10898,0.848045513,NO,GREEN,PA,7130,0,1763,Yes,0
12914,1292284800,14/12/2010 10:00,MANHEIM,2007,CHEVROLET,BLUE,AUTO,2,Covers,64564,AMERICAN,VAN,GM,6678,7815,11053,12158,6046,7314,10070,11443,0.880013982,?,?,PA,6475,0,1801,Yes,0
12915,1292284800,14/12/2010 10:00,MANHEIM,2008,SUBARU,BLUE,AUTO,2,Covers,55973,OTHER ASIAN,MEDIUM,OTHER,10352,11527,13957,15196,10974,12307,15217,17065,0.891708175,NO,GREEN,PA,9305,0,671,Yes,0
12916,1292284800,14/12/2010 10:00,MANHEIM,2005,FORD,GOLD,AUTO,1,Alloy,82695,AMERICAN,MEDIUM,FORD,4369,5531,7536,8682,4418,5321,7472,8585,0.870355271,NO,GREEN,PA,5380,0,983,Yes,0
12917,1292284800,14/12/2010 10:00,MANHEIM,2003,PONTIAC,GOLD,AUTO,1,Alloy,107023,AMERICAN,MEDIUM,GM,2606,3615,5145,7137,2782,3792,5579,6536,0.853580171,NO,GREEN,PA,3805,0,3191,Yes,0
12918,1292284800,14/12/2010 10:00,MANHEIM,2002,CHRYSLER,GOLD,MANUAL,1,Alloy,67759,AMERICAN,MEDIUM,CHRYSLER,3005,3934,5993,6861,3433,4331,6639,8403,0.790074973,NO,GREEN,PA,5045,0,1515,Yes,0
12919,1292284800,14/12/2010 10:00,MANHEIM,2001,SATURN,SILVER,AUTO,1,Alloy,93879,AMERICAN,MEDIUM,GM,1446,2006,3729,4564,2048,2950,4680,6124,0.764206401,?,?,PA,3805,0,2074,Yes,1
12920,1292284800,14/12/2010 10:00,MANHEIM,2002,BUICK,SILVER,AUTO,2,Covers,86208,AMERICAN,MEDIUM,GM,2997,4347,5789,6696,2918,4048,5607,6502,0.862350046,?,?,PA,4305,0,2452,Yes,0
12921,1292284800,14/12/2010 10:00,MANHEIM,2007,KIA,SILVER,AUTO,1,Alloy,69341,OTHER ASIAN,MEDIUM,OTHER,6211,7449,9395,10564,6986,7767,10168,10906,0.932330827,NO,GREEN,PA,6775,0,728,Yes,0
12922,1292284800,14/12/2010 10:00,MANHEIM,2005,DODGE,SILVER,AUTO,1,Alloy,69422,AMERICAN,COMPACT,CHRYSLER,3109,4140,5722,7032,3067,4147,6365,7592,0.838382508,?,?,PA,5005,0,630,Yes,1
12923,1292284800,14/12/2010 10:00,MANHEIM,2006,DODGE,SILVER,AUTO,1,Alloy,81137,AMERICAN,MEDIUM,CHRYSLER,4094,5126,7363,8648,4143,5448,7552,8639,0.874175252,?,?,PA,5230,0,1243,Yes,0
12924,1292284800,14/12/2010 10:00,MANHEIM,2006,CHRYSLER,SILVER,AUTO,2,Covers,75385,AMERICAN,MEDIUM,CHRYSLER,4556,5504,7724,8837,5038,6091,8135,9228,0.881556134,NO,GREEN,PA,5230,0,1389,Yes,0
12925,1292284800,14/12/2010 10:00,MANHEIM,2005,FORD,SILVER,AUTO,2,Covers,100882,AMERICAN,COMPACT,FORD,3637,4679,7320,8012,3710,4728,7291,8196,0.889580283,?,?,PA,2810,0,1450,Yes,0
12926,1292284800,14/12/2010 10:00,MANHEIM,2005,MERCURY,GOLD,AUTO,1,Alloy,93795,AMERICAN,MEDIUM,FORD,3308,4748,6258,7992,3875,5252,7050,8356,0.843705122,NO,GREEN,PA,4105,0,1053,Yes,0
12927,1292284800,14/12/2010 10:00,MANHEIM,2008,DODGE,WHITE,AUTO,1,Alloy,75919,AMERICAN,MEDIUM SUV,CHRYSLER,10455,11716,14186,15391,10822,12225,14478,15932,0.908737133,?,?,PA,9090,0,686,Yes,0
12928,1292284800,14/12/2010 10:00,MANHEIM,2006,DODGE,SILVER,AUTO,2,Covers,73763,AMERICAN,VAN,CHRYSLER,5099,6642,9034,10926,5959,7323,10274,11451,0.897214217,NO,GREEN,PA,7650,0,1623,Yes,0
12929,1292889600,21/12/2010 10:00,MANHEIM,2004,CHEVROLET,WHITE,AUTO,1,Alloy,75780,AMERICAN,MEDIUM SUV,GM,5385,6748,8688,10188,5427,6670,8909,10188,0.874460149,?,?,PA,8150,0,1155,Yes,0
12930,1292889600,21/12/2010 10:00,MANHEIM,2007,CHEVROLET,WHITE,AUTO,2,Covers,84713,AMERICAN,MEDIUM,GM,6239,7273,9815,10741,6306,7331,9369,10463,0.895441078,?,?,PA,6530,0,1373,Yes,0
12931,1292889600,21/12/2010 10:00,MANHEIM,2003,FORD,GOLD,AUTO,2,Covers,77757,AMERICAN,COMPACT,FORD,2313,2962,4730,5509,2996,4034,5765,6747,0.854453831,?,?,PA,4205,0,1455,Yes,0
12932,1292889600,21/12/2010 10:00,MANHEIM,2005,FORD,GREEN,AUTO,1,Alloy,96303,AMERICAN,MEDIUM,FORD,4451,6142,7641,9264,4125,5738,7536,9368,0.804440649,NO,GREEN,PA,5005,0,1053,Yes,0
12933,1292889600,21/12/2010 10:00,MANHEIM,2005,GMC,BLUE,AUTO,1,Alloy,81275,AMERICAN,MEDIUM SUV,GM,7324,8944,12368,13554,6775,8788,10620,12652,0.839392981,NO,GREEN,PA,8650,0,2152,Yes,0
12934,1292889600,21/12/2010 10:00,MANHEIM,2005,CHRYSLER,MAROON,AUTO,2,Covers,85301,AMERICAN,MEDIUM,CHRYSLER,3427,4416,6469,7718,3866,4859,7095,8229,0.862194677,?,?,PA,4605,0,1503,Yes,1
12935,1292889600,21/12/2010 10:00,MANHEIM,2006,CHEVROLET,GREY,AUTO,2,Covers,88632,AMERICAN,MEDIUM,GM,6106,7438,9325,10491,6461,8178,9186,11030,0.832819583,NO,GREEN,PA,6930,0,1113,Yes,0
12936,1292889600,21/12/2010 10:00,MANHEIM,2003,FORD,SILVER,AUTO,1,Alloy,94385,AMERICAN,MEDIUM,FORD,2872,4010,5608,6748,2902,4061,5635,6965,0.809045226,NO,GREEN,PA,4405,0,1353,Yes,0
12937,1292889600,21/12/2010 10:00,MANHEIM,2003,MERCURY,GOLD,AUTO,1,Alloy,64846,AMERICAN,MEDIUM,FORD,3182,4434,6400,7787,3220,4467,6368,7624,0.835257083,?,?,PA,5105,0,1125,Yes,1
12938,1292889600,21/12/2010 10:00,MANHEIM,2007,FORD,MAROON,AUTO,2,Covers,58554,AMERICAN,MEDIUM,FORD,5099,6279,8222,10010,5554,7089,9194,10553,0.871221454,NO,GREEN,PA,5930,0,754,Yes,0
12939,1292889600,21/12/2010 10:00,MANHEIM,2006,HYUNDAI,BLACK,AUTO,1,Alloy,67260,OTHER ASIAN,MEDIUM,OTHER,5851,7055,9264,10927,5795,7220,9088,10767,0.844060555,?,?,PA,7650,0,728,Yes,0
12940,1292889600,21/12/2010 10:00,MANHEIM,2004,HYUNDAI,SILVER,AUTO,2,Covers,80998,OTHER ASIAN,MEDIUM,OTHER,3037,4023,6058,7307,2818,3699,5630,6156,0.914554906,?,?,PA,2940,0,594,Yes,1
12941,1292889600,21/12/2010 10:00,MANHEIM,2004,HYUNDAI,SILVER,AUTO,2,Covers,62954,OTHER ASIAN,MEDIUM,OTHER,3037,4023,6058,7307,3390,4522,6281,7382,0.850853427,NO,GREEN,PA,4705,0,533,Yes,0
12942,1292889600,21/12/2010 10:00,MANHEIM,2006,CHRYSLER,SILVER,AUTO,1,Alloy,80152,AMERICAN,SPECIALTY,CHRYSLER,8316,9893,12147,14040,8480,9956,12144,14180,0.856417489,?,?,PA,10270,0,1503,Yes,0
12943,1292889600,21/12/2010 10:00,MANHEIM,2003,MERCURY,GREY,AUTO,1,Alloy,76934,AMERICAN,MEDIUM,FORD,3182,4434,6400,7787,3349,4666,5795,7093,0.817002679,NO,GREEN,PA,4805,0,1220,Yes,0
12944,1292889600,21/12/2010 10:00,MANHEIM,2003,FORD,GREEN,AUTO,1,Alloy,108389,AMERICAN,MEDIUM,FORD,2959,3598,5695,6335,2980,4088,6167,7048,0.875,?,?,PA,3955,0,1430,Yes,0
12945,1234310400,11/02/2009 10:00,MANHEIM,2006,FORD,SILVER,AUTO,1,Alloy,69483,AMERICAN,LARGE,FORD,6231,7453,7229,8549,7101,8336,8169,9503,0.859623277,?,?,MO,6890,0,1313,Yes,0
12946,1234310400,11/02/2009 10:00,MANHEIM,2003,FORD,GREEN,AUTO,1,Alloy,70562,AMERICAN,MEDIUM,FORD,2634,3638,3345,4429,2908,3814,3641,4619,0.788265858,?,?,MO,4840,0,1220,Yes,0
12947,1234310400,11/02/2009 10:00,MANHEIM,2004,PONTIAC,WHITE,AUTO,1,Alloy,86339,AMERICAN,MEDIUM,GM,4028,5281,4850,6203,3572,4730,4358,5608,0.777104137,?,?,MO,4975,0,2412,Yes,0
12948,1234310400,11/02/2009 10:00,MANHEIM,2005,CHRYSLER,SILVER,AUTO,2,Covers,82846,AMERICAN,VAN,CHRYSLER,5035,6250,5938,7250,5288,6545,6211,7569,0.820583961,?,?,MO,4940,0,1763,Yes,1
